,host,time,http,URL,version,status,bytes
5763,memphis-dialup-3.accessus.net,14/Jul/1995:09:49:39-0400,GET,/shuttle/missions/technology/sts-newsref/stsref-toc.html,HTTP/1.0,404,-
5764,147.150.105.17,14/Jul/1995:09:49:47-0400,POST,/cgi-bin/WebQuery,HTTP/1.0,404,-
5765,147.150.105.17,14/Jul/1995:09:49:54-0400,POST,/cgi-bin/WebQuery,HTTP/1.0,404,-
5766,malin.space.se,14/Jul/1995:09:50:21-0400,GET,/shuttle/technology/sts-newsref/sts_rcs.html,HTTP/1.0,404,-
5767,pm-1-18.connectnet.com,14/Jul/1995:09:56:56-0400,GET,/history/apollo/images/little-joe.jpg,HTTP/1.0,404,-
5768,pm-1-18.connectnet.com,14/Jul/1995:09:57:20-0400,GET,/history/apollo/pad-abort-test-1/pad-abort-test-1-patch-small.gif,HTTP/1.0,404,-
5769,pm-1-18.connectnet.com,14/Jul/1995:09:57:25-0400,GET,/history/apollo/pad-abort-test-1/sounds/,HTTP/1.0,404,-
5770,pm-1-18.connectnet.com,14/Jul/1995:09:57:31-0400,GET,/history/apollo/pad-abort-test-1/pad-abort-test-1-patch-small.gif,HTTP/1.0,404,-
5771,pm-1-18.connectnet.com,14/Jul/1995:09:57:32-0400,GET,/history/apollo/pad-abort-test-1/movies/,HTTP/1.0,404,-
5772,pm-1-18.connectnet.com,14/Jul/1995:09:57:36-0400,GET,/history/apollo/pad-abort-test-1/pad-abort-test-1-patch-small.gif,HTTP/1.0,404,-
5773,slbri1p50.ozemail.com.au,14/Jul/1995:09:59:55-0400,GET,/shuttle/resources/orbiters/discovery.gif,HTTP/1.0,404,-
5774,128.159.137.22,14/Jul/1995:10:01:19-0400,GET,/microsoft.com,HTTP/1.0,404,-
5775,ppp048.inreach.com,14/Jul/1995:10:06:47-0400,GET,/://spacelink.msfc.nasa.gov,HTTP/1.0,404,-
5776,whin.ncl.ac.uk,14/Jul/1995:10:07:04-0400,GET,/persons/astronauts/q-to-t/TrulyRH.txt,HTTP/1.0,404,-
5777,137.91.7.77,14/Jul/1995:10:11:13-0400,GET,/shuttle/countdown/GIFs/pinkball.gif,HTTP/1.0,404,-
5778,137.248.121.242,14/Jul/1995:10:15:43-0400,GET,/shuttle/missions/mission-sts-70/sts-70.html,HTTP/1.0,404,-
5779,160.205.121.34,14/Jul/1995:10:16:40-0400,GET,/elv/DELTA/uncons.htm,HTTP/1.0,404,-
5780,160.205.121.34,14/Jul/1995:10:16:46-0400,GET,/elv/DELTA/uncons.htm,HTTP/1.0,404,-
5781,199.242.69.123,14/Jul/1995:10:23:42-0400,GET,/pub.win3.winvn,HTTP/1.0,404,-
5782,199.242.69.123,14/Jul/1995:10:24:13-0400,GET,/pub/win3/winvn,HTTP/1.0,404,-
5783,199.242.69.123,14/Jul/1995:10:24:22-0400,GET,/pub/win3/,HTTP/1.0,404,-
5784,199.242.69.123,14/Jul/1995:10:24:29-0400,GET,/pub/],HTTP/1.0,404,-
5785,199.242.69.123,14/Jul/1995:10:24:32-0400,GET,/pub/,HTTP/1.0,404,-
5786,hiwa003.s.kanazawa-u.ac.jp,14/Jul/1995:10:40:20-0400,GET,/shuttle/missions/sts-80/mission-sts-80.html,HTTP/1.0,404,-
5787,128.158.46.102,14/Jul/1995:10:44:53-0400,GET,/history/apollo/apolla-13/apolla-13-info.html.,HTTP/1.0,404,-
5788,137.35.75.123,14/Jul/1995:10:45:03-0400,GET,/HISTORY/APOllo/apollo-13/apollo-13.html,HTTP/1.0,404,-
5789,helios.astro.uva.nl,14/Jul/1995:10:48:36-0400,GET,/shuttle/countdown/video/livevideo.jpeg,HTTP/1.0,404,-
5790,mesquite.sla.purdue.edu,14/Jul/1995:10:51:45-0400,GET,/pub/winvn/release.txt,HTTP/1.0,404,-
5791,163.205.12.176,14/Jul/1995:10:54:07-0400,GET,/shuttle/missions/sts-70/temp,HTTP/1.0,404,-
5792,163.205.12.176,14/Jul/1995:10:54:16-0400,GET,/shuttle/missions/temp,HTTP/1.0,404,-
5793,asimov,14/Jul/1995:10:59:48-0400,GET,/SDG/Experimental/demoweb/return.gif,HTTP/1.0,404,-
5794,hermes.ridgefield.sdr.slb.com,14/Jul/1995:11:03:47-0400,GET,/shuttle/resources/orbiters/discovery.gif,HTTP/1.0,404,-
5795,128.158.40.33,14/Jul/1995:11:03:53-0400,GET,/history/apollo/apollo-13-info.html,HTTP/1.0,404,-
5796,usstyx.glaxo.com,14/Jul/1995:11:07:08-0400,GET,/shuttle/technology/images/sts-cron-72-small.gif,HTTP/1.0,404,-
5797,slip856.rmii.com,14/Jul/1995:11:16:59-0400,GET,/shuttle/missions/sts-67/images/k95p0390.jpg,HTTP/1.0,404,-
5798,slip856.rmii.com,14/Jul/1995:11:17:01-0400,GET,/shuttle/missions/sts-67/images/k95p0390.jpg,HTTP/1.0,404,-
5799,hermes.ridgefield.sdr.slb.com,14/Jul/1995:11:17:37-0400,GET,/history/apollo/images/little-joe.jpg,HTTP/1.0,404,-
5800,ppposk075.asahi-net.or.jp,14/Jul/1995:11:18:53-0400,GET,/shuttle/missions/sts-XX/mission-sts-XX.html,HTTP/1.0,404,-
5801,ayrton.eideti.com,14/Jul/1995:11:21:41-0400,GET,/pub/winvn/readme.txt,HTTP/1.0,404,-
5802,whg0.ccd.cdc.gov,14/Jul/1995:11:33:03-0400,GET,/images/crawlerway-logo.gif,HTTP/1.0,404,-
5803,159.75.10.66,14/Jul/1995:11:33:51-0400,GET,/pub/winvn/readme.txt,HTTP/1.0,404,-
5804,ix-sd9-19.ix.netcom.com,14/Jul/1995:11:34:30-0400,GET,/winvn,HTTP/1.0,404,-
5805,derec,14/Jul/1995:11:36:51-0400,GET,/shuttle/missions/sts-70/images/DSC-95EC-0001.jpg,HTTP/1.0,404,-
5806,155.82.149.67,14/Jul/1995:11:36:54-0400,GET,/shuttle/missions/sts-70/images/DSC-95EC-0001.jpg,HTTP/1.0,404,-
5807,155.82.149.67,14/Jul/1995:11:37:02-0400,GET,/shuttle/missions/sts-70/images/DSC-95EC-0001.jpg,HTTP/1.0,404,-
5808,155.82.149.67,14/Jul/1995:11:37:10-0400,GET,/shuttle/missions/sts-70/images/DSC-95EC-0006.jpg,HTTP/1.0,404,-
5809,128.158.53.98,14/Jul/1995:11:45:09-0400,GET,/history/apollo-13/apollo-13-info.html,HTTP/1.0,404,-
5810,rwpearcy.ucdavis.edu,14/Jul/1995:11:50:32-0400,GET,/pub/winvn/readme.txt,HTTP/1.0,404,-
5811,spider.tbe.com,14/Jul/1995:11:53:00-0400,GET,/mol/astro_home.html,HTTP/1.0,404,-
5812,spider.tbe.com,14/Jul/1995:11:53:04-0400,GET,/mol/astro2_home.html,HTTP/1.0,404,-
5813,spider.tbe.com,14/Jul/1995:11:53:08-0400,GET,/molastro2_home.html,HTTP/1.0,404,-
5814,spider.tbe.com,14/Jul/1995:11:53:11-0400,GET,/mol,HTTP/1.0,404,-
5815,spider.tbe.com,14/Jul/1995:11:53:18-0400,GET,/%7Emol,HTTP/1.0,404,-
5816,204.215.225.16,14/Jul/1995:12:00:01-0400,GET,/procurement/procurement.htm,HTTP/1.0,404,-
5817,eve-2m.adam.com.au,14/Jul/1995:12:06:17-0400,GET,/pub/winvn/release.txt,HTTP/1.0,404,-
5818,eve-2m.adam.com.au,14/Jul/1995:12:06:33-0400,GET,/pub/winvn/readme.txt,HTTP/1.0,404,-
5819,204.181.236.201,14/Jul/1995:12:13:22-0400,GET,/comprod/server_central/images/test_drive_ban.gif,HTTP/1.0,404,-
5820,204.181.236.201,14/Jul/1995:12:13:22-0400,GET,/images/navigation_bar.gif,HTTP/1.0,404,-
5821,gate1.btco.com,14/Jul/1995:12:18:25-0400,GET,/shuttle/countdown/video/livevideo.jpeg,HTTP/1.0,404,-
5822,205.164.169.4,14/Jul/1995:12:27:22-0400,GET,/pub/winvn/readme.txt,HTTP/1.0,404,-
5823,129.172.225.41,14/Jul/1995:12:30:02-0400,GET,/images/lf-logo.gif,HTTP/1.0,404,-
5824,134.193.59.1,14/Jul/1995:12:32:07-0400,GET,/shuttle/resources/orbiters/discovery.gif,HTTP/1.0,404,-
5825,www-c1.proxy.aol.com,14/Jul/1995:12:33:28-0400,GET,/msfc/astro_home,HTTP/1.0,404,-
5826,koriel.sun.com,14/Jul/1995:12:37:43-0400,GET,/persons/astronauts/q-to-t/TrulyRH.txt,HTTP/1.0,404,-
5827,dd04-016.compuserve.com,14/Jul/1995:12:37:47-0400,GET,/sts-70/shutref/sts-subs.html,HTTP/1.0,404,-
5828,koriel.sun.com,14/Jul/1995:12:37:49-0400,GET,/persons/astronauts/q-to-t/TrulyRH.txt,HTTP/1.0,404,-
5829,dd04-016.compuserve.com,14/Jul/1995:12:38:29-0400,GET,/sts-70/icons/b-ascent.gif,HTTP/1.0,404,-
5830,128.132.64.216,14/Jul/1995:12:44:02-0400,GET,/://spacelink.msfc.nasa.gov,HTTP/1.0,404,-
5831,jsanz.agr.upv.es,14/Jul/1995:12:52:48-0400,GET,/shuttle/missions/missions.htlm,HTTP/1.0,404,-
5832,163.205.78.64,14/Jul/1995:12:58:21-0400,GET,/facts/announce.html,HTTP/1.0,404,-
5833,hp405.den.mmc.com,14/Jul/1995:12:59:36-0400,GET,/history/apollo/sa-1/sa-1-patch-small.gif,HTTP/1.0,404,-
5834,hp405.den.mmc.com,14/Jul/1995:12:59:42-0400,GET,/history/apollo/sa-1/movies/,HTTP/1.0,404,-
5835,hp405.den.mmc.com,14/Jul/1995:12:59:46-0400,GET,/history/apollo/sa-1/sa-1-patch-small.gif,HTTP/1.0,404,-
5836,128.217.61.173,14/Jul/1995:13:00:37-0400,GET,/://spacelink.msfc.nasa.gov,HTTP/1.0,404,-
5837,hp405.den.mmc.com,14/Jul/1995:13:02:09-0400,GET,/history/apollo/sa-6/sa-6-patch-small.gif,HTTP/1.0,404,-
5838,hp405.den.mmc.com,14/Jul/1995:13:02:15-0400,GET,/history/apollo/sa-6/docs/,HTTP/1.0,404,-
5839,hp405.den.mmc.com,14/Jul/1995:13:02:18-0400,GET,/history/apollo/sa-6/sa-6-patch-small.gif,HTTP/1.0,404,-
5840,hp405.den.mmc.com,14/Jul/1995:13:02:19-0400,GET,/history/apollo/sa-6/news/,HTTP/1.0,404,-
5841,hp405.den.mmc.com,14/Jul/1995:13:02:21-0400,GET,/history/apollo/sa-6/sa-6-patch-small.gif,HTTP/1.0,404,-
5842,hp405.den.mmc.com,14/Jul/1995:13:02:27-0400,GET,/history/apollo/sa-6/sa-6-patch-small.gif,HTTP/1.0,404,-
5843,gatekeeper.kcc.com,14/Jul/1995:13:02:58-0400,GET,/shuttle/resources/orbiters/discovery.gif,HTTP/1.0,404,-
5844,hp405.den.mmc.com,14/Jul/1995:13:03:29-0400,GET,/history/apollo/pad-abort-test-1/pad-abort-test-1-patch-small.gif,HTTP/1.0,404,-
5845,hp405.den.mmc.com,14/Jul/1995:13:03:35-0400,GET,/history/apollo/pad-abort-test-1/news/,HTTP/1.0,404,-
5846,hp405.den.mmc.com,14/Jul/1995:13:03:36-0400,GET,/history/apollo/pad-abort-test-1/pad-abort-test-1-patch-small.gif,HTTP/1.0,404,-
5847,isbe-node176.isbe.state.il.us,14/Jul/1995:13:05:35-0400,GET,/persons/astronauts/a-to-d/beanAL.txt,HTTP/1.0,404,-
5848,isbe-node176.isbe.state.il.us,14/Jul/1995:13:05:42-0400,GET,/persons/astronauts/i-to-l/lousmaJR.txt,HTTP/1.0,404,-
5849,isbe-node176.isbe.state.il.us,14/Jul/1995:13:06:45-0400,GET,/persons/astronauts/a-to-d/carrGP.txt,HTTP/1.0,404,-
5850,isbe-node176.isbe.state.il.us,14/Jul/1995:13:07:09-0400,GET,/persons/astronauts/a-to-d/conradCC.txt,HTTP/1.0,404,-
5851,sheppard.idx.com,14/Jul/1995:13:14:17-0400,GET,/images/spaceport-logo.gif,HTTP/1.0,404,-
5852,awcec61.eglin.af.mil,14/Jul/1995:13:15:02-0400,GET,/images/KSC-logosmall.gi,HTTP/1.0,404,-
5853,204.181.236.201,14/Jul/1995:13:25:42-0400,GET,/history/apollo/a-001/a-001-patch-small.gif,HTTP/1.0,404,-
5854,brick.bpa.gov,14/Jul/1995:13:31:40-0400,GET,/biomed/vegetaion,HTTP/1.0,404,-
5855,www-c3.proxy.aol.com,14/Jul/1995:13:33:24-0400,GET,/history/apollo/apollo-13/apoll0-13.html,HTTP/1.0,404,-
5856,farside-f.gsfc.nasa.gov,14/Jul/1995:13:36:10-0400,GET,/history/applo/applo-13/apol,HTTP/1.0,404,-
5857,farside-f.gsfc.nasa.gov,14/Jul/1995:13:37:09-0400,GET,/history/apollo/apollo-13/apol,HTTP/1.0,404,-
5858,pc102.artisoft.com,14/Jul/1995:13:42:50-0400,GET,/sts-70/orbit/,HTTP/1.0,404,-
5859,pc102.artisoft.com,14/Jul/1995:13:42:57-0400,GET,/sts-70/video/,HTTP/1.0,404,-
5860,pc102.artisoft.com,14/Jul/1995:13:43:01-0400,GET,/sts-70/images/,HTTP/1.0,404,-
5861,pc102.artisoft.com,14/Jul/1995:13:43:10-0400,GET,/sts-70/glance/,HTTP/1.0,404,-
5862,ixc.ixc.net,14/Jul/1995:13:44:00-0400,GET,/procurement/procurement.htm,HTTP/1.0,404,-
5863,winc0.win.org,14/Jul/1995:13:44:17-0400,GET,/shuttle/technology/sts-newref/stsref-toc.html,HTTP/1.0,404,-
5864,xrd201.oscs.montana.edu,14/Jul/1995:13:44:17-0400,GET,/shuttle/missions/sts-68/ksc-upclose.gif,HTTP/1.0,404,-
5865,ixc.ixc.net,14/Jul/1995:13:45:12-0400,GET,/procurement/procurement.htm,HTTP/1.0,404,-
5866,ld.dymaxion.ns.ca,14/Jul/1995:13:52:49-0400,GET,/shuttle/technology/images/sts-cron-72-small.gif,HTTP/1.0,404,-
5867,pc-1653.safb.af.mil,14/Jul/1995:13:57:14-0400,GET,/shuttle/countdown/video/livevideo.jpeg,HTTP/1.0,404,-
5868,ld.dymaxion.ns.ca,14/Jul/1995:14:05:59-0400,GET,/shuttle/resources/orbiters/challenger.gif,HTTP/1.0,404,-
5869,165.112.60.123,14/Jul/1995:14:06:03-0400,GET,/shuttle/resources/orbiters/discovery.gif,HTTP/1.0,404,-
5870,ld.dymaxion.ns.ca,14/Jul/1995:14:06:07-0400,GET,/shuttle/resources/orbiters/challenger.gif,HTTP/1.0,404,-
5871,ld.dymaxion.ns.ca,14/Jul/1995:14:06:13-0400,GET,/shuttle/resources/orbiters/challenger.gif,HTTP/1.0,404,-
5872,ld.dymaxion.ns.ca,14/Jul/1995:14:06:33-0400,GET,/shuttle/technology/images/sts-cron-72-small.gif,HTTP/1.0,404,-
5873,marting.srl.uic.edu,14/Jul/1995:14:06:48-0400,GET,/software/winvn/winvn.html.,HTTP/1.0,404,-
5874,marting.srl.uic.edu,14/Jul/1995:14:06:48-0400,GET,/software/winvn/winvn.html.,HTTP/1.0,404,-
5875,s013n199.csun.edu,14/Jul/1995:14:08:12-0400,GET,/shuttle/resources/orbiters/discovery.gif,HTTP/1.0,404,-
5876,s013n199.csun.edu,14/Jul/1995:14:09:47-0400,GET,/shuttle/resources/orbiters/atlantis.gif,HTTP/1.0,404,-
5877,128.159.53.132,14/Jul/1995:14:11:32-0400,GET,/LDAR/LDARhp.html,HTTP/1.0,404,-
5878,204.181.236.201,14/Jul/1995:14:12:42-0400,GET,/shuttle/technology/sts-newsref/stsref-to.html,HTTP/1.0,404,-
5879,198.133.29.18,14/Jul/1995:14:21:24-0400,GET,/images/crawlerway-logo.gif,HTTP/1.0,404,-
5880,198.133.29.18,14/Jul/1995:14:22:05-0400,GET,/images/crawlerway.gif,HTTP/1.0,404,-
5881,marting.srl.uic.edu,14/Jul/1995:14:24:42-0400,GET,/software/winvn/winvn.html.,HTTP/1.0,404,-
5882,webgate1.mot.com,14/Jul/1995:14:37:45-0400,GET,/shuttle/resources/orbiters/challenger.gif,HTTP/1.0,404,-
5883,igate.uswest.com,14/Jul/1995:14:52:07-0400,GET,/shuttle/news/sci.space.news/50,HTTP/1.0,404,-
5884,gatekeeper.mitre.org,14/Jul/1995:14:52:12-0400,GET,/shuttle/news/sci.space.news/50,HTTP/1.0,404,-
5885,196.14.128.182,14/Jul/1995:14:52:14-0400,GET,/shuttle/missions/sts-80/mission-sts-80.html,HTTP/1.0,404,-
5886,malin.space.se,14/Jul/1995:14:56:27-0400,GET,/shuttle/resources/orbiters/atlantis.gif,HTTP/1.0,404,-
5887,malin.space.se,14/Jul/1995:14:57:05-0400,GET,/shuttle/resources/orbiters/atlantis.gif,HTTP/1.0,404,-
5888,malin.space.se,14/Jul/1995:14:57:20-0400,GET,/shuttle/resources/orbiters/atlantis.gif,HTTP/1.0,404,-
5889,malin.space.se,14/Jul/1995:14:57:30-0400,GET,/shuttle/resources/orbiters/atlantis.gif,HTTP/1.0,404,-
5890,malin.space.se,14/Jul/1995:14:58:23-0400,GET,/shuttle/resources/orbiters/discovery.gif,HTTP/1.0,404,-
5891,malin.space.se,14/Jul/1995:14:58:34-0400,GET,/shuttle/resources/orbiters/discovery.gif,HTTP/1.0,404,-
5892,gk-west.usps.gov,14/Jul/1995:14:59:38-0400,GET,/SOFTWARE/WINVN/WINVC.HTML,HTTP/1.0,404,-
5893,chaos.michsb.trw.com,14/Jul/1995:14:59:48-0400,GET,/shuttle/missions/sts-80/mission-sts-80.html,HTTP/1.0,404,-
5894,gk-west.usps.gov,14/Jul/1995:14:59:59-0400,GET,/SOFTWARE/WINVN/WINVN.HTML,HTTP/1.0,404,-
5895,gk-west.usps.gov,14/Jul/1995:15:00:12-0400,GET,/SOFTWARE/WINVN/WINVN.HTML,HTTP/1.0,404,-
5896,gk-west.usps.gov,14/Jul/1995:15:00:28-0400,GET,/SOFTWARE/WINVN/WINVN.HTML,HTTP/1.0,404,-
5897,pc2591.princeton.edu,14/Jul/1995:15:00:46-0400,GET,/shuttle/missions/sts-71/images/KSC-95EC-0916.txt,HTTP/1.0,404,-
5898,gk-west.usps.gov,14/Jul/1995:15:03:10-0400,GET,/SOFTWARE,HTTP/1.0,404,-
5899,gk-west.usps.gov,14/Jul/1995:15:03:23-0400,GET,/SOFTWARE/,HTTP/1.0,404,-
5900,miami.fiu.edu,14/Jul/1995:15:04:43-0400,GET,/shuttle/mission,HTTP/1.0,404,-
5901,www-c4.proxy.aol.com,14/Jul/1995:15:09:15-0400,GET,/%3A//spacelink.msfc.nasa.gov,HTTP/1.0,404,-
5902,s013n199.csun.edu,14/Jul/1995:15:12:08-0400,GET,/shuttle/technology/images/sts-cron-72-small.gif,HTTP/1.0,404,-
5903,s013n199.csun.edu,14/Jul/1995:15:15:04-0400,GET,/shuttle/missions/technology/sts-newsref/stsref-toc.html,HTTP/1.0,404,-
5904,s013n199.csun.edu,14/Jul/1995:15:15:09-0400,GET,/shuttle/technology/images/sts-cron-72-small.gif,HTTP/1.0,404,-
5905,128.158.43.2,14/Jul/1995:15:29:13-0400,GET,/history/apollo-13/apollo-13-info.html,HTTP/1.0,404,-
5906,152.146.13.54,14/Jul/1995:15:29:35-0400,GET,/ksc/html,HTTP/1.0,404,-
5907,128.158.43.2,14/Jul/1995:15:30:07-0400,GET,/history/apollo-13/apollo-13-info.html,HTTP/1.0,404,-
5908,malin.space.se,14/Jul/1995:15:31:07-0400,GET,/shuttle/resources/orbiters/challenger.gif,HTTP/1.0,404,-
5909,128.158.43.2,14/Jul/1995:15:31:27-0400,GET,/history/apollo-13/apollo-13-info.html,HTTP/1.0,404,-
5910,128.158.11.56,14/Jul/1995:15:32:36-0400,GET,/history/appollo//appollo-13/appollo-13-info.html.,HTTP/1.0,404,-
5911,pm2_1.digital.net,14/Jul/1995:15:33:24-0400,GET,/procurement/procurement.htm,HTTP/1.0,404,-
5912,128.158.43.2,14/Jul/1995:15:33:31-0400,GET,/history/apollo-13/apollo-13-info.html,HTTP/1.0,404,-
5913,www-d3.proxy.aol.com,14/Jul/1995:15:36:06-0400,GET,/%3A/spacelink.msfc.nasa.gov,HTTP/1.0,404,-
5914,128.158.43.175,14/Jul/1995:15:36:06-0400,GET,/history/apollo/apollo-13-info.html.,HTTP/1.0,404,-
5915,www-d3.proxy.aol.com,14/Jul/1995:15:36:16-0400,GET,/%3A/spacelink.msfc.nasa.gov,HTTP/1.0,404,-
5916,128.158.43.175,14/Jul/1995:15:37:30-0400,GET,/history/apollo/apollo-13-info.html.,HTTP/1.0,404,-
5917,128.158.43.175,14/Jul/1995:15:38:25-0400,GET,/history/apollo/apollo-13-info.html.,HTTP/1.0,404,-
5918,128.158.43.175,14/Jul/1995:15:40:20-0400,GET,/history/apollo/apollo-13-info.html,HTTP/1.0,404,-
5919,interlock.turner.com,14/Jul/1995:15:49:39-0400,GET,/history/apollo/pad-abort-test-1/pad-abort-test-1-patch-small.gif,HTTP/1.0,404,-
5920,interlock.turner.com,14/Jul/1995:15:49:48-0400,GET,/history/apollo/pad-abort-test-1/docs/,HTTP/1.0,404,-
5921,interlock.turner.com,14/Jul/1995:15:49:55-0400,GET,/history/apollo/pad-abort-test-1/pad-abort-test-1-patch-small.gif,HTTP/1.0,404,-
5922,interlock.turner.com,14/Jul/1995:15:49:56-0400,GET,/history/apollo/pad-abort-test-1/news/,HTTP/1.0,404,-
5923,interlock.turner.com,14/Jul/1995:15:49:59-0400,GET,/history/apollo/pad-abort-test-1/pad-abort-test-1-patch-small.gif,HTTP/1.0,404,-
5924,interlock.turner.com,14/Jul/1995:15:50:22-0400,GET,/history/apollo/pad-abort-test-2/pad-abort-test-2-patch-small.gif,HTTP/1.0,404,-
5925,interlock.turner.com,14/Jul/1995:15:50:25-0400,GET,/history/apollo/pad-abort-test-2/docs/,HTTP/1.0,404,-
5926,interlock.turner.com,14/Jul/1995:15:50:29-0400,GET,/history/apollo/pad-abort-test-2/pad-abort-test-2-patch-small.gif,HTTP/1.0,404,-
5927,interlock.turner.com,14/Jul/1995:15:50:31-0400,GET,/history/apollo/pad-abort-test-2/news/,HTTP/1.0,404,-
5928,macx.reasoning.com,14/Jul/1995:15:50:31-0400,GET,/pub/winvn/readme.txt,HTTP/1.0,404,-
5929,interlock.turner.com,14/Jul/1995:15:50:35-0400,GET,/history/apollo/pad-abort-test-2/pad-abort-test-2-patch-small.gif,HTTP/1.0,404,-
5930,macx.reasoning.com,14/Jul/1995:15:50:36-0400,GET,/pub/winvn/release.txt,HTTP/1.0,404,-
5931,mpackard.lerc.nasa.gov,14/Jul/1995:16:00:05-0400,GET,/persons/astronauts/a-to-d/beanAL.txt,HTTP/1.0,404,-
5932,mpackard.lerc.nasa.gov,14/Jul/1995:16:00:09-0400,GET,/persons/astronauts/i-to-l/lousmaJR.txt,HTTP/1.0,404,-
5933,issi.traveller.com,14/Jul/1995:16:10:27-0400,GET,/procurement/procurement.htm,HTTP/1.0,404,-
5934,pc102.artisoft.com,14/Jul/1995:16:10:34-0400,GET,/amsat/AmsatHome.html,HTTP/1.0,404,-
5935,mail.jsc.mil,14/Jul/1995:16:11:00-0400,GET,/shuttle/countdown/video/livevideo.jpeg,HTTP/1.0,404,-
5936,discovery.csr.utexas.edu,14/Jul/1995:16:11:00-0400,GET,/shuttle/countdown/video/livevideo.jpeg,HTTP/1.0,404,-
5937,klothos.crl.research.digital.com,14/Jul/1995:16:30:19-0400,GET,/shuttle/missions/sts-70/movies/sts-70-tdrs,HTTP/1.0,404,-
5938,163.205.23.153,14/Jul/1995:16:38:19-0400,GET,/i,,404,-
5939,iccu6.ipswichcity.qld.gov.au,14/Jul/1995:16:39:16-0400,GET,/shuttle/sts-70,HTTP/1.0,404,-
5940,138.76.53.83,14/Jul/1995:16:40:16-0400,GET,/shuttle/missions/sts-70/woodpecker.html>,,404,-
5941,128.158.46.117,14/Jul/1995:16:42:52-0400,GET,/shuttle/missions/sts-80/mission-sts-80.html,HTTP/1.0,404,-
5942,128.158.46.117,14/Jul/1995:16:43:00-0400,GET,/shuttle/missions/sts-79/mission-sts-79.html,HTTP/1.0,404,-
5943,204.31.78.85,14/Jul/1995:16:54:45-0400,GET,/pub,HTTP/1.0,404,-
5944,tchm01a2.rmt.utk.edu,14/Jul/1995:16:56:25-0400,GET,/://spacelink.msfc.nasa.gov,HTTP/1.0,404,-
5945,nac-150.neural.com,14/Jul/1995:17:00:57-0400,GET,/images/crawlerway-logo.gif,HTTP/1.0,404,-
5946,nac-150.neural.com,14/Jul/1995:17:01:29-0400,GET,/images/lf-logo.gif,HTTP/1.0,404,-
5947,138.145.14.182,14/Jul/1995:17:03:46-0400,GET,/pub/winvn/readme.txt,HTTP/1.0,404,-
5948,163.205.23.153,14/Jul/1995:17:09:58-0400,GET,/i,,404,-
5949,news.ti.com,14/Jul/1995:17:11:40-0400,GET,/pub/winvn/release.txt,HTTP/1.0,404,-
5950,fara.bic.cvut.cz,14/Jul/1995:17:12:13-0400,GET,/people/nasa-cm/jmd.html,HTTP/1.0,404,-
5951,150.199.150.6,14/Jul/1995:17:13:30-0400,GET,/shuttle/mission-69/news/,HTTP/1.0,404,-
5952,150.199.150.6,14/Jul/1995:17:16:13-0400,GET,/shuttle/mission-69/news/,HTTP/1.0,404,-
5953,150.199.150.6,14/Jul/1995:17:16:38-0400,GET,/shuttle/missions-69/news/,HTTP/1.0,404,-
5954,194.166.4.25,14/Jul/1995:17:17:10-0400,GET,/images/USA-logosmal,HTTP/1.0,404,-
5955,ix-mem-tn2-15.ix.netcom.com,14/Jul/1995:17:20:30-0400,GET,/~pccomp/graphics/sfree.gif,HTTP/1.0,404,-
5956,ix-mem-tn2-15.ix.netcom.com,14/Jul/1995:17:20:35-0400,GET,/~pccomp/graphics/sone.gif,HTTP/1.0,404,-
5957,spec-01.lib.memphis.edu,14/Jul/1995:17:20:37-0400,GET,/shuttle/missions/sts-68/ksc-upclose.gif,HTTP/1.0,404,-
5958,ix-mem-tn2-15.ix.netcom.com,14/Jul/1995:17:20:38-0400,GET,/~pccomp/graphics/sinsght.gif,HTTP/1.0,404,-
5959,ix-mem-tn2-15.ix.netcom.com,14/Jul/1995:17:20:44-0400,GET,/~pccomp/graphics/swww.gif,HTTP/1.0,404,-
5960,ix-mem-tn2-15.ix.netcom.com,14/Jul/1995:17:20:46-0400,GET,/~pccomp/graphics/spatrol.gif,HTTP/1.0,404,-
5961,ix-mem-tn2-15.ix.netcom.com,14/Jul/1995:17:20:49-0400,GET,/~pccomp/graphics/sfeat.gif,HTTP/1.0,404,-
5962,ix-mem-tn2-15.ix.netcom.com,14/Jul/1995:17:20:51-0400,GET,/~pccomp/graphics/smail.gif,HTTP/1.0,404,-
5963,ix-mem-tn2-15.ix.netcom.com,14/Jul/1995:17:20:54-0400,GET,/~pccomp/graphics/sabout.gif,HTTP/1.0,404,-
5964,ix-mem-tn2-15.ix.netcom.com,14/Jul/1995:17:20:56-0400,GET,/~adverts/graphics/indxlogo.gif,HTTP/1.0,404,-
5965,ix-mem-tn2-15.ix.netcom.com,14/Jul/1995:17:20:57-0400,GET,/~adverts/graphics/adbanner.gif,HTTP/1.0,404,-
5966,ix-mem-tn2-15.ix.netcom.com,14/Jul/1995:17:21:00-0400,GET,/~adverts/apple/inet/banner.gif,HTTP/1.0,404,-
5967,mersey.hursley.ibm.com,14/Jul/1995:17:21:05-0400,GET,/shuttle/resources/orbiters/discovery.gif,HTTP/1.0,404,-
5968,mersey.hursley.ibm.com,14/Jul/1995:17:24:23-0400,GET,/shuttle/resources/orbiters/discovery.gif,HTTP/1.0,404,-
5969,sd-charles.jsc.nasa.gov,14/Jul/1995:17:44:42-0400,GET,/history/apollo/pad-abort-test-1/pad-abort-test-1-patch-small.gif,HTTP/1.0,404,-
